Reference,Left,SAB-code,SAB-grammatical,Verb,Lemma,Voice,SAA-code,SAA-grammatical,Right
doc#0,"authority, distributors of a high-risk AI system shall",Company,Agent,provide,Provide,A,General,Beneficiaries ,that authority with all the information and documentation
doc#0,of high-risk AI systems shall use the information,Company,Beneficiaries ,provided,Provide,P,Regulation,Smuggled Patient,under Article 13 of this Regulation to comply with their
doc#0,"are bodies governed by public law, or are private entities",General,Agent,providing,Provide,A,Company,Beneficiaries ,"public services, and deployers of high-risk AI systems"
doc#0,of those bodies. 5. </s><s> Notifying authorities shall offer or,General,Agent,provide,Provide,A,Acts,Subjected,neither any activities that conformity assessment bodies
doc#0,. 3. </s><s> Where the conformity assessment body concerned cannot,EU,Agent,provide,Provide,A,General,Beneficiaries ,"an accreditation certificate, it shall provide the"
doc#0,"to in Article 29(2), the notifying authority shall",EU,Agent,provide,Provide,A,General,Beneficiaries ,the Commission and the other Member States with
doc#0,responsibilities. 2. </s><s> The notifying authority shall,EU,Agent,provide,Provide,A,EU ,Beneficiaries ,"the Commission, on request, with all relevant information"
doc#0,designated representatives. 3. </s><s> The Commission shall,EU,Agent,provide,Provide,A,EU,Beneficiaries ,for the exchange of knowledge and best practices between
doc#0,request the European standardisation organisations to,Government,Agent,provide,Provide,A,Other,Subjected,evidence of their best efforts to fulfil the objectives
doc#0,"internal control as referred to in Annex VI, which does not",Company,Agent,provide,Provide,A,Regulation,Backgrounded,for the involvement of a notified body. 3. </s><s> For high-risk AI
doc#0,"AI systems with the requirements set out in Section 2,",General,Agent,provided,Provide,A,Other,Backgrounded,that the compliance of those notified bodies with
doc#0,"to opt out from a third-party conformity assessment,",Other,Agent,provided,Provide,A,Company,Subjected,that that manufacturer has applied all harmonised
doc#0,"79/144 EN OJ L, 12.7.2024 3. </s><s> Each notified body shall",General,Agent,provide,Provide,A,General,Subjected,the other notified bodies carrying out similar conformity
doc#0,AI systems are subject to other Union law which also,Acts,Agent,provides,Provide,A,Acts,Subjected,"for the affixing of the CE marking, the CE marking shall"
doc#0,editing or do not substantially alter the input data,Other,Subjected,provided,Provide,P,Company,Smuggled Patient,"by the deployer or the semantics thereof, or where"
doc#0,", the information set out in Annex XI for the purpose of",AI,Backgrounded,providing,Provide,A,EU,Subjected,"it, upon request, to the AI Office and the national"
doc#0,"of the general-purpose AI model, according to a template",AI,Subjected,provided,Provide,P,EU,Smuggled Patient,by the AI Office. 84/144 ELI:
doc#0,in the mandate received from the provider. </s><s> It shall,Regulation,Backgrounded,provide,Provide,A,EU,Subjected,"a copy of the mandate to the AI Office upon request, in one of"
doc#0,that the codes of practice cover at least the obligations,Acts,Subjected,provided,Provide,P,Regulation,Smuggled Patient,"for in Articles 53 and 55, including the following issues:"
doc#0,assess whether the codes of practice cover the obligations,EU,Subjected,provided,Provide,P,Regulation,Smuggled Patient,"for in Articles 53 and 55, and shall regularly monitor and"
doc#0,risks this adherence may be limited to the obligations,AI,Backgrounded,provided,Provide,P,Regulation,Smuggled Patient,"for in Article 53, unless they declare explicitly their"
doc#0,"under paragraph 6 of this Article, the Commission may",EU,Agent,provide,Provide,A,Regulation,Subjected,", by means of implementing acts, common rules for the"
doc#0,", common rules for the implementation of the obligations",Regulation,Subjected,provided,Provide,P,Regulation,Smuggled Patient,"for in Articles 53 and 55, including the issues set out in"
doc#0,authorities of other Member States. </s><s> The Commission may,EU,Agent,provide,Provide,A,Other,Subjected,"technical support, advice and tools for the establishment"
doc#0,in an existing sandbox in so far as that participation,Regulation,Agent,provides,Provide,A,Government,Beneficiaries ,an equivalent level of national coverage for the
doc#0,regulatory sandboxes established under paragraph 1 shall,Regulation,Agent,provide,Provide,A,Other,Subjected,for a controlled environment that fosters innovation and
doc#0,supervised therein. 6. </s><s> Competent authorities shall,General,Agent,provide,Provide,A,Other,Subjected,", as appropriate, guidance, supervision and support"
doc#0,within the sandbox. 7. </s><s> Competent authorities shall,General,Agent,provide,Provide,A,Company,Beneficiaries ,providers and prospective providers participating in the
doc#0,"provider of the AI system, the competent authority shall",General,Agent,provide,Provide,A,Other,Subjected,a written proof of the activities successfully carried out
doc#0,out in the sandbox. </s><s> The competent authority shall also,General,Agent,provide,Provide,A,Other,Subjected,an exit report detailing the activities carried out in the
doc#0,". </s><s> In this regard, the exit reports and the written proof",Other,Subjected,provided,Provide,P,Government,Smuggled Patient,by the national competent authority shall be taken
doc#0,"to the Union market for AI systems, in particular when",EU,Subjected,provided,Provide,P,Company,Smuggled Patient,"by SMEs, including start-ups. 10. </s><s> National competent"
doc#0,of other national authorities or competent authorities,General,Agent,providing,Provide,A,Social,Subjected,"or supporting access to data, the national data protection"
doc#0,in the supervision of the AI system in the sandbox and,General,Agent,provided,Provide,A,Other,Subjected,"guidance for compliance, no administrative fines shall be"
doc#0,"its termination, and a final report. </s><s> Those reports shall",Other,Agent,provide,Provide,A,Other,Subjected,information on the progress and results of the
doc#0,"the duration of the participation in the sandbox, unless",Social,Beneficiaries ,provided,Provide,P,Acts,Smuggled Patient,otherwise by Union or national law; (i) a complete and
doc#0,to have been approved; where national law does not,Acts,Agent,provide,Provide,A,Other,Subjected,"for a tacit approval, the testing in real world conditions"
doc#0,of requiring providers and prospective providers to,Company,Agent,provide,Provide,A,Social,Subjected,"information, of carrying out unannounced remote or"
doc#0,time without any resulting detriment and without having to,Public,Backgrounded,provide,Provide,A,Other,Subjected,any justification; (d) the arrangements for requesting
doc#0,. </s><s> Member States shall undertake the following actions: (a),Government,Agent,provide,Provide,A,Company,Subjected,"SMEs, including start-ups, having a registered office or a"
doc#0,"and, as appropriate, local public authorities to",Government,Agent,provide,Provide,A,Regulation,Backgrounded,advice and respond to queries about the implementation of
doc#0,3. </s><s> The AI Office shall undertake the following actions: (a),EU,Agent,provide,Provide,A,Regulation,Backgrounded,standardised templates for areas covered by this
doc#0,; (b) develop and maintain a single information platform,EU,Agent,providing,Provide,A,Regulation,Backgrounded,easy to use information in relation to this Regulation for
doc#0,. 6. </s><s> The Board shall establish two standing sub-groups to,EU,Agent,provide,Provide,A,Products,Backgrounded,a platform for cooperation and exchange among market
doc#0,representatives of the Member States. </s><s> The AI Office shall,EU,Agent,provide,Provide,A,Products,Backgrounded,"the secretariat for the Board, convene the meetings upon"
doc#0,expertise and best practices among Member States; (c),EU,Agent,provide,Provide,A,Regulation,Backgrounded,"advice on the implementation of this Regulation, in"
doc#0,and competent authorities of the relevant concepts,General,Backgrounded,provided,Provide,P,Regulation,Smuggled Patient,"for in this Regulation, including by contributing to the"
doc#0,"among AI regulatory sandboxes; (l) contribute to, and",EU,Agent,provide,Provide,A,Regulation,Subjected,"relevant advice on, the development of guidance documents"
doc#0,Commission in relation to international matters on AI; (n),EU,Agent,provide,Provide,A,EU,Subjected,opinions to the Commission on the qualified alerts
doc#0,Advisory forum 1. </s><s> An advisory forum shall be established to,Acts,Agent,provide,Provide,A,EU,Beneficiaries ,technical expertise and advise the Board and the
doc#0,"models and systems, including through benchmarks; (iii)",EU,Agent,providing,Provide,A,AI,Subjected,advice on the classification of general-purpose AI models
doc#0,of general-purpose AI models with systemic risk; (iv),EU,Agent,providing,Provide,A,AI,Subjected,advice on the classification of various general-purpose
doc#0,States may be required to pay fees for the advice and support,Government,Beneficiaries ,provided,Provide,P,Company,Suppressed,by the experts. </s><s> The structure and the level of fees as well as
doc#0,pursuant to this Article is efficiently organised and,Company,Agent,provides,Provide,A,Other,Subjected,the best possible added value. </s><s> SECTION 2 National
doc#0,authorities. 8. </s><s> National competent authorities may,Government,Agent,provide,Provide,A,Regulation,Backgrounded,guidance and advice on the implementation of this
doc#0,. </s><s> Whenever national competent authorities intend to,Government,Agent,provide,Provide,A,AI,Backgrounded,guidance and advice with regard to an AI system in areas
doc#0,"collect, document and analyse relevant data which may be",AI,Backgrounded,provided,Provide,P,Company,Smuggled Patient,by deployers or which may be collected through other
doc#0,"authority shall take appropriate measures, as",Government,Backgrounded,provided,Provide,P,Regulation,Smuggled Patient,"for in Article 19 of Regulation (EU) 2019/1020, within"
doc#0,"Article, and shall follow the notification procedures as",Regulation,Subjected,provided,Provide,P,Regulation,Smuggled Patient,in that Regulation. 9. </s><s> For high-risk AI systems referred to
doc#0,"listed in section A of Annex I, where such legal acts already",Acts,Agent,provide,Provide,A,Social,Subjected,for procedures ensuring an equivalent level of protection
doc#0,", identifying non-compliance, raising awareness or",Government,Backgrounded,providing,Provide,A,AI,Backgrounded,guidance in relation to this Regulation with respect to
doc#0,Article 9 of Regulation (EU) 2019/1020. </s><s> The AI Office shall,EU,Agent,provide,Provide,A,Other,Subjected,coordination support for joint investigations. 12. </s>
doc#0,joint investigations. 12. </s><s> Without prejudice to the powers,Regulation,Backgrounded,provided,Provide,P,EU,Suppressed,"for under Regulation (EU) 2019/1020, and where relevant"
doc#0,and verifications based on the data and documentation,Government,Backgrounded,provided,Provide,P,Company,Smuggled Patient,by the provider have been exhausted or proved insufficient
doc#0,have all the powers of a market surveillance authority,EU,Backgrounded,provided,Provide,P,Regulation,Smuggled Patient,for in this Section and Regulation (EU) 2019/1020. 2. </s><s> Where
doc#0,with Article 78 of this Regulation. </s><s> The procedure,Other,Subjected,provided,Provide,P,Regulation,Smuggled Patient,for in Chapter VI of Regulation (EU) 2019/1020 shall apply
doc#0,they affect the obligations of the parties concerned to,Government,Agent,provide,Provide,A,Acts,Subjected,information under criminal law of the Member States. 5. </s><s> The
doc#0,", and in any event within the shorter of 15 working days, or as",Other,Subjected,provided,Provide,P,Acts,Smuggled Patient,for in the relevant Union harmonisation legislation. </s><s> The
doc#0,"this Regulation, the Commission shall apply the procedure",EU,Subjected,provided,Provide,P,Regulation,Smuggled Patient,for in Article 11 of Regulation (EU) No 1025/2012. </s><s> Article
doc#0,"1, Union AI testing support structures shall also",EU,Suppressed,provide,Provide,A,EU,Backgrounded,independent technical or scientific advice at the request
doc#0,that the right referred to in paragraph 1 is not otherwise,Regulation,Subjected,provided,Provide,P,Acts,Smuggled Patient,for under Union law. </s><s> Article 87 Reporting of infringements
doc#0,risks by the scientific panel 1. </s><s> The scientific panel may,EU,Agent,provide,Provide,A,EU,Suppressed,a qualified alert to the AI Office where it has reason to
doc#0,the provider of the general-purpose AI model concerned to,EU,Agent,provide,Provide,A,Acts,Subjected,the documentation drawn up by the provider in accordance
doc#0,"the information is to be provided, and indicate the fines",Other,Subjected,provided,Provide,P,Regulation,Smuggled Patient,"for in Article 101 for supplying incorrect, incomplete or"
doc#0,"within which the access is to be provided, and the fines",Acts,Backgrounded,provided,Provide,P,Regulation,Smuggled Patient,for in Article 101 for failure to provide access. 5. </s><s> The
doc#0,", and the fines provided for in Article 101 for failure to",Regulation,Backgrounded,provide,Provide,A,Other,Subjected,access. 5. </s><s> The providers of the general-purpose AI model
doc#0,"to represent them by law or by their statutes, shall",Company,Agent,provide,Provide,A,AI,Subjected,the access requested on behalf of the provider of the
doc#0,", without prejudice to more specific procedural rights",Acts,Subjected,provided,Provide,P,Regulation,Smuggled Patient,for in this Regulation. </s><s> CHAPTER X CODES OF CONDUCT AND
doc#0,"such as, but not limited to: (a) applicable elements",Regulation,Subjected,provided,Provide,P,Regulation,Smuggled Patient,for in Union ethical guidelines for trustworthy AI; (b)
doc#0,by the Commission pursuant to Article 96. </s><s> The penalties,Other,Subjected,provided,Provide,P,EU,Suppressed,"for shall be effective, proportionate and dissuasive. </s>"
doc#0,by the legal acts listed in Annex X to be undertaken as,Regulation,Subjected,provided,Provide,P,Acts,Backgrounded,for in those legal acts and where those legal acts are
doc#0,Member States and national competent authorities shall,General,Agent,provide,Provide,A,EU,Beneficiaries ,the Commission with information upon its request and
doc#0,products; (g) a basic description of the user-interface,AI,Subjected,provided,Provide,P,Company,Smuggled Patient,"to the deployer; (h) instructions for use for the deployer,"
doc#0,"deployer, and a basic description of the user-interface",AI,Suppressed,provided,Provide,P,Company,Smuggled Patient,"to the deployer, where applicable; 2. </s><s> A detailed"
doc#0,", where relevant, recourse to pre-trained systems or tools",AI,Subjected,provided,Provide,P,Company,Smuggled Patient,"by third parties and how those were used, integrated or"
doc#0,"and, if applicable, with any other relevant Union law that",Acts,Agent,provides,Provide,A,EU,Backgrounded,for the issuing of the EU declaration of conformity
doc#0,and applies the quality management system and shall,Other,Agent,provide,Provide,A,Company,Beneficiaries ,the provider with an audit report. </s><s> In the context of those
doc#0,"with the Union or with one or more Member States,",Government,Subjected,provided,Provide,P,Government,Smuggled Patient,that such a third country or international organisation
doc#0,"are unable to state or prove their identity, without being",Social,Subjected,required,Require,P,Regulation,Smuggled Patient,by this Regulation to obtain prior authorisation. </s><s> This
doc#0,in criminal matters or police cooperation which,Social,Agent,require,Require,A,Regulation,Subjected,compliance with the provisions laid down on the basis of
doc#0,"No 25 as regards the digital environment, both of which",Acts,Agent,require,Require,A,Social,Subjected,consideration of the children''s vulnerabilities and
doc#0,"and reporting processes, information and documentation",Company,Subjected,required,Require,P,Regulation,Smuggled Patient,under this Regulation into already existing
doc#0,into already existing documentation and procedures,Regulation,Subjected,required,Require,P,Acts,Smuggled Patient,under existing Union harmonisation legislation based on
doc#0,for foreseeable misuse under this Regulation should not,Regulation,Agent,require,Require,A,AI,Subjected,specific additional training for the high-risk AI system
doc#0,"data sets for training, validation and testing",Other,Agent,require,Require,A,Government,Subjected,the implementation of appropriate data governance and
doc#0,", data sets should take into account, to the extent",Other,Subjected,required,Require,P,General,Smuggled Patient,"by their intended purpose, the features, characteristics"
doc#0,of their operations and post market monitoring. </s><s> This,Company,Backgrounded,requires,Require,A,Other,Subjected,keeping records and the availability of technical
doc#0,", as well as, as relevant, risks to fundamental rights as",Social,Subjected,required,Require,P,Regulation,Smuggled Patient,by this Regulation. </s><s> (78) The conformity assessment
doc#0,", they do not constitute AI systems on their own. </s><s> AI models",AI,Agent,require,Require,A,AI,Subjected,"the addition of further components, such as for example a"
doc#0,and consumed. </s><s> The development and training of such models,Company,Suppressed,require,Require,A,Social,Subjected,"access to vast amounts of text, images, videos and other"
doc#0,and related rights. </s><s> Any use of copyright protected content,Company,Suppressed,requires,Require,A,Social,Subjected,the authorisation of the rightsholder concerned unless
doc#0,". </s><s> To achieve those objectives, this Regulation should",Regulation,Agent,require,Require,A,Company,Subjected,"providers to perform the necessary model evaluations, in"
doc#0,"to trace origin of information, it is appropriate to",Social,Backgrounded,require,Require,A,Company,Subjected,providers of those systems to embed technical solutions
doc#0,138) AI is a rapidly developing family of technologies that,AI,Agent,requires,Require,A,Acts,Subjected,regulatory oversight and a safe and controlled space for
doc#0,and occurrence of substantial modification that may,Company,Suppressed,require,Require,A,Acts,Subjected,a new conformity assessment procedure. </s><s> Any significant
doc#0,enable oversight by competent authorities and therefore,Government,Agent,require,Require,A,Company,Subjected,prospective providers to have a real-world testing plan
doc#0,on the period for which the testing can be done and,Company,Backgrounded,require,Require,A,Social,Beneficiaries,additional safeguards for persons belonging to certain
doc#0,implementation and enforcement of this Regulation,Regulation,Agent,require,Require,A,EU,Suppressed,a governance framework that allows to coordinate and build
doc#0,with a view to identifying aspects of this Regulation,Regulation,Agent,requiring,Require,A,Government,Suppressed,specific and urgent coordination among market
doc#0,"out their tasks independently, when such independence is",Government,Backgrounded,required,Require,P,EU,Smuggled Patient,by Union law. </s><s> (157) This Regulation is without prejudice to
doc#0,whereby the scientific panel can request the Commission to,EU,Agent,require,Require,A,Company,Subjected,documentation or information from a provider. </s><s> (164) The AI
doc#0,documentation and procedures that already exist and are,Acts,Subjected,required,Require,P,Acts,Smuggled Patient,under the Union harmonisation legislation listed in
doc#0,"throughout the entire lifecycle of a high-risk AI system,",AI,Backgrounded,requiring,Require,A,General,Smuggled Patient,regular systematic review and updating. </s><s> It shall comprise
doc#0,"thereof. 4. </s><s> Data sets shall take into account, to the extent",AI,Subjected,required,Require,P,Other,Smuggled Patient,"by the intended purpose, the characteristics or elements"
doc#0,"SME, including a start-up, opts to provide the information",Company,Subjected,required,Require,P,Regulation,Smuggled Patient,"in Annex IV in a simplified manner, it shall use the form"
doc#0,"set out in paragraph 1, as well as the information",Regulation,Subjected,required,Require,P,Acts,Smuggled Patient,under those legal acts. 3. </s><s> The Commission is empowered to
doc#0,", respect the degree of rigour and the level of protection",Social,Subjected,required,Require,P,General,Suppressed,for the compliance of the high-risk AI system with the
doc#0,of having notified the changes to the designation; (c),Company,Agent,require,Require,A,EU,Backgrounded,"the notified body to suspend or withdraw, within a"
doc#0,information about the certificates of which it has,Government,Agent,required,Require,A,General,Suppressed,the suspension or withdrawal; that authority shall take
doc#0,follow the relevant conformity assessment procedure as,Company,Backgrounded,required,Require,P,Acts,Smuggled Patient,under those legal acts. </s><s> The requirements set out in Section
doc#0,to other Union harmonisation legislation which also,Acts,Agent,requires,Require,A,EU,Subjected,"an EU declaration of conformity, a single EU declaration of"
doc#0,system. </s><s> The declaration shall contain all the information,EU,Backgrounded,required,Require,P,EU,Backgrounded,to identify the Union harmonisation legislation to which
doc#0,shall be without prejudice to any ethical review that is,Social,Subjected,required,Require,P,Acts,Smuggled Patient,by Union or national law. 4. </s><s> Providers or prospective
doc#0,on their market surveillance authorities the powers of,Government,Agent,requiring,Require,A,Company,Subjected,providers and prospective providers to provide
doc#0,with certain elements of the quality management system,Other,Subjected,required,Require,P,Regulation,Smuggled Patient,"by Article 17 of this Regulation in a simplified manner,"
doc#0,or terminate the testing in real world conditions; (b) to,Public,Agent,require,Require,A,Company,Subjected,the provider or prospective provider and the deployer or
doc#0,"laid down in this Regulation, it shall without undue delay",AI,Backgrounded,require,Require,A,Company,Subjected,the relevant operator to take all appropriate corrective
doc#0,"concerned is high-risk, it shall without undue delay",Government,Agent,require,Require,A,Company,Subjected,the relevant provider to take all necessary actions to
doc#0,"measures in respect of the AI system concerned, such as",Government,Agent,requiring,Require,A,AI,Subjected,the withdrawal of the AI system from their market without
doc#0,"or to other aspects of public interest protection, it shall",Regulation,Agent,require,Require,A,Company,Subjected,the relevant operator to take all appropriate measures to
doc#0,"a Member State makes one of the following findings, it shall",Regulation,Agent,require,Require,A,Company,Subjected,the relevant provider to put an end to the non-compliance
doc#0,in Annex III; (b) amendments to the list of AI systems,AI,Agent,requiring,Require,A,Regulation,Subjected,additional transparency measures in Article 50; (c)
doc#0,practices set out in Article 5; and (c) the list of AI systems,AI,Agent,requiring,Require,A,Regulation,Backgrounded,additional transparency measures pursuant to Article 50.
doc#0,"the technical documentation, the notified body may",EU,Agent,require,Require,A,Company,Subjected,that the provider supply further evidence or carry out
doc#0,"notified body, which shall decide whether those changes",Company,Agent,require,Require,A,Regulation,Backgrounded,a new conformity assessment in accordance with Article 43(
doc#0,"means (e.g. instructions for use, infrastructure, tools)",Company,Suppressed,required,Require,A,AI,Subjected,for the general-purpose AI model to be integrated into AI
doc#0,allowing the system to change while in use. </s><s> AI systems can be,AI,Subjected,used,Use,P,Government,Suppressed,"on a stand-alone basis or as a component of a product,"
doc#0,", including a public authority, agency or other body,",Government,Agent,using,Use,A,AI,Subjected,"an AI system under its authority, except where the AI system"
doc#0,"AI system under its authority, except where the AI system is",AI,Subjected,used,Use,P,Public,Smuggled Patient ,in the course of a personal non-professional activity. </s>
doc#0,than the deployer. </s><s> (14) The notion of ''biometric data'',EU,Suppressed,used,Use,P,Regulation,Smuggled Patient ,in this Regulation should be interpreted in light of the
doc#0,its consent or not. </s><s> This excludes AI systems intended to be,EU,Suppressed,used,Use,P,Other,Smuggled Patient ,"for biometric verification, which includes"
doc#0,remote biometric identification systems are typically,General,Suppressed,used,Use,P,Other,Smuggled Patient ,to perceive multiple persons or their behaviour
doc#0,involvement. </s><s> This excludes AI systems intended to be,AI,Subjected,used,Use,P,General,Suppressed,"for biometric verification, which includes"
doc#0,the remote biometric identification systems which may be,General,Supressed,used,Use,P,Other,Smuggled Patient ,for the processing of the biometric data of a large number of
doc#0,"expressions, gestures or movements, unless they are",AI,Subjected,used,Use,P,General,Suppressed,for identifying or inferring emotions. </s><s> Those expressions
doc#0,"as high-risk. </s><s> In those circumstances, the AI system",AI,Subjected,used,Use,P,Company,Smuggled Patient ,in a third country by the operator could process data
doc#0,the output produced by those systems is intended to be,AI,Subjected,used,Use,P,EU,Smuggled Patient ,"in the Union. </s><s> Nonetheless, to take into account existing"
doc#0,"the scope of this Regulation. </s><s> In that case, the entity",General,Agent,using,Use,A,AI,Subjected,"the AI system for other than military, defence or national"
doc#0,"of the type of entity carrying out those activities, to",General,Backgrounded,use,Use,A,AI,Subjected,"AI systems for national security, military and defence"
doc#0,"research and development, any other AI system that may be",AI,Subjected,used,Use,P,Company,Smuggled Patient ,for the conduct of any research and development activity
doc#0,and oversight means that AI systems are developed and,Public,Beneficiaries ,used,Use,P,AI,Smuggled Patient ,"as a tool that serves people, respects human dignity and"
doc#0,and safety means that AI systems are developed and,AI,Subjected,used,Use,P,Company,Suppressed,in a way that allows robustness in the case of problems and
doc#0,and data governance means that AI systems are developed and,AI,Subjected,used,Use,P,Company,Smuggled Patient ,"in accordance with privacy and data protection rules,"
doc#0,. </s><s> Transparency means that AI systems are developed and,AI,Subjected,used,Use,P,Company,Suppressed,in a way that allows appropriate traceability and
doc#0,and fairness means that AI systems are developed and,AI,Subjected,used,Use,P,Company,Suppressed,in a way that includes diverse actors and promotes equal
doc#0,well-being means that AI systems are developed and,AI,Subjected,used,Use,P,Acts,Suppressed,in a sustainable and environmentally friendly manner as
doc#0,"AI systems can be placed on the market, put into service or",AI,Subjected,used,Use,P,Other,Smuggled Patient ,with the objective to or the effect of materially
doc#0,", immigration or asylum authorities should be able to",Social,Agent,use,Use,A,Acts,Subjected,"information systems, in accordance with Union or national"
doc#0,authorities. </s><s> (34) In order to ensure that those systems are,AI,Subjected,used,Use,P,General,Suppressed,"in a responsible and proportionate manner, it is also"
doc#0,", where they act for purpose of law enforcement, to",AI,Agent,use,Use,A,Government,Beneficiaries ,such systems and process such data in connection thereto on
doc#0,"and characteristics of individuals, such as AI systems",AI,Agent,using,Use,A,Social,Subjected,risk analytics to assess the likelihood of financial fraud
doc#0,"putting into service, or the use of AI systems intended to be",General,Suppressed,used,Use,P,Public,Beneficiaries ,to detect the emotional state of individuals in situations
doc#0,systems available in the Union or whose output is otherwise,EU,Beneficiaries ,used,Use,P,AI,Smuggled Patient ,in the Union do not pose unacceptable risks to important
doc#0,harm and its probability of occurrence and they are,AI,Subjected,used,Use,P,Regulation,Smuggled Patient ,in a number of specifically pre-defined areas specified in
doc#0,to AI systems that are intended to improve the language,Other,Subjected,used,Use,P,Acts,Smuggled Patient ,"in previously drafted documents, for example in relation"
doc#0,"translation of initial documents. </s><s> In any case, AI systems",AI,Subjected,used,Use,P,Social,Smuggled Patient ,in high-risk use-cases listed in an annex to this
doc#0,. </s><s> Such a classification excludes AI systems intended to be,AI,Subjected,used,Use,P,Social,Smuggled Patient ,"for biometric verification, including authentication,"
doc#0,"access to premises. </s><s> In addition, AI systems intended to be",AI,Subjected,used,Use,P,Regulation,Smuggled Patient ,for biometric categorisation according to sensitive
doc#0,as high-risk. </s><s> Biometric systems which are intended to be,Social,Subjected,used,Use,P,Social,Smuggled Patient ,solely for the purpose of enabling cybersecurity and
doc#0,to classify as high-risk the AI systems intended to be,AI,Subjected,used,Use,P,Social,Smuggled Patient ,as safety components in the management and operation of
doc#0,"society, and in democratic processes. </s><s> However, AI systems",AI,Subjected,used,Use,P,Social,Smuggled Patient ,"in education or vocational training, in particular for"
doc#0,relation to the responsible authorities. </s><s> If AI systems are,AI,Subjected,used,Use,P,Social,Smuggled Patient ,for determining whether such benefits and services should
doc#0,AI systems intended to be ,AI,Subjected,used,Use,P,Social,Backgrounded,for risk assessment and pricing in relation to natural
doc#0,"Union and national law, a number of AI systems intended to be",AI,Subjected,used,Use,P,Government,Suppressed,"in the law enforcement context where accuracy,"
doc#0,should include in particular AI systems intended to be,AI,Subjected,used,Use,P,General,Smuggled Patient ,by or on behalf of law enforcement authorities or by Union
doc#0,criminal offences. </s><s> AI systems specifically intended to be,AI,Subjected,used,Use,P,Government,Backgrounded,for administrative proceedings by tax and customs
doc#0,law should not be classified as high-risk AI systems,Acts,Subjected,used,Use,P,Government,Smuggled Patient ,by law enforcement authorities for the purpose of
doc#0,by natural persons under investigation. </s><s> (60) AI systems,AI,Subjected,used,Use,P,Government,Backgrounded,"in migration, asylum and border control management affect"
doc#0,nature and transparency of the AI systems,AI,Subjected,used,Use,P,Acts,Smuggled Patient ,in those contexts are therefore particularly important to
doc#0,"relevant Union and national law, AI systems intended to be",AI,Subjected,used,Use,P,General,Smuggled Patient ,by or on behalf of competent public authorities or by Union
doc#0,"border control management should, in no circumstances, be",AI,Subjected,used,Use,P,General,Smuggled Patient ,"by Member States or Union institutions, bodies, offices or"
doc#0,to qualify as high-risk AI systems intended to be,AI,Subjected,used,Use,P,Government,Smuggled Patient ,by a judicial authority or on its behalf to assist judicial
doc#0,the law to a concrete set of facts. </s><s> AI systems intended to be,AI,Subjected,used,Use,P,Other,Smuggled Patient ,by alternative dispute resolution bodies for those
doc#0,"on democracy and the rule of law, AI systems intended to be",AI,Subjected,used,Use,P,Public,Suppressed,to influence the outcome of an election or referendum or the
doc#0,"natural persons are not directly exposed to, such as tools",Public,Subjected,used,Use,P,Government,Suppressed,"to organise, optimise and structure political campaigns"
doc#0,that the deployer is aware and takes them into account when,Company,Agent,using,Use,A,AI,Subjected,the high-risk AI system. </s><s> Identifying and implementing
doc#0,"risk management, the quality and relevance of data sets",Regulation,Agent,used,Use,A,AI,Subjected,", technical documentation and record-keeping,"
doc#0,"data sets, especially when historical data is being",Social,Subjected,used,Use,P,AI,Smuggled Patient ,", or generated when the systems are implemented in real"
doc#0,or functional setting which the AI system is intended to be,AI,Subjected,used,Use,P,Government,Suppressed,. </s><s> The requirements related to data governance can be
doc#0,"facilities and researchers, should be able to access and",General,Agent,use,Use,A,Other,Subjected,high-quality data sets within the fields of activities of
doc#0,to make the correct choice of the system that they intend to,Deployers,Agent,use,Use,A,Other,Subjected,"in light of the obligations applicable to them, be educated"
doc#0,", be educated about the intended and precluded uses, and",Deployers,Agent,use,Use,A,Other,Subjected,the AI system correctly and as appropriate. </s><s> In order to
doc#0,one or more entities and include the person operating or,General,Backgrounded,using,Use,A,AI,Subjected,the system. </s><s> This requirement should not pose unnecessary
doc#0,and equal access for everyone potentially affected by or,Public,Beneficiaries ,using,Use,A,AI,Smuggled Patient ,"AI technologies, including persons with disabilities, in"
doc#0,of that Regulation. </s><s> (85) General-purpose AI systems may be,AI,Subjected,used,Use,P,AI,Smuggled Patient ,as high-risk AI systems by themselves or be components of
doc#0,"of such systems should, irrespective of whether they may be",AI,Subjected,used,Use,P,Company,Smuggled Patient ,as high-risk AI systems as such by other providers or as
doc#0,technical and organisational measures to ensure they,Deployers,Agent,use,Use,A,AI,Subjected,high-risk AI systems in accordance with the instructions
doc#0,"designed, risks can as well stem from how such AI systems are",AI,Subjected,used,Use,P,General,Suppressed,. </s><s> Deployers of high-risk AI system therefore play a
doc#0,under this Regulation. </s><s> With regard to high-risk AI systems,AI,Subjected,used,Use,P,Government,Suppressed,"for law enforcement purposes, that obligation should be"
doc#0,of time and frequency in which the system is intended to be,AI,Subjected,used,Use,P,Other,Smuggled Patient ,as well as of specific categories of natural persons and
doc#0,for models should in any case not apply when an own model is,AI,Subjected,used,Use,P,EU,Suppressed,for purely internal processes that are not essential for
doc#0,"them to be openly shared and where users can freely access,",AI,Agent,use,Use,A,EU,Beneficiaries ,", modify and redistribute them or modified versions"
doc#0,and other data. </s><s> Text and data mining techniques may be,Social,Subjected,used,Use,P,Acts,Smuggled Patient ,extensively in this context for the retrieval and analysis
doc#0,. </s><s> (107) In order to increase transparency on the data that is,Social,Subjected,used,Use,P,Company,Suppressed,in the pre-training and training of general-purpose AI
