Reference,Left,SAB-code,SAB-grammatical,Verb,Lemma,Voice,SAA-code,SAA-grammatical,Right
doc#0,by this Regulation. </s><s> (2) This Regulation should be,Regulation,Agent,applied,Apply,A,EU,Subjected,in accordance with the values of the Union enshrined as in
doc#0,). </s><s> The harmonised rules laid down in this Regulation should,Regulation,Agent,apply,Apply,A,Acts,Subjected,"across sectors and, in line with the New Legislative"
doc#0,involved in the AI value chain under this Regulation should,Regulation,Agent,apply,Apply,A,Acts,Subjected,"without prejudice to national law, in compliance with"
doc#0,"the AI system''s development phase, the measures to be",AI,Backgrounded,applied,Apply,P,Regulation,Backgrounded,"during its use, the suitable ways in which to interpret the"
doc#0,"the Union, the rules established by this Regulation should",Regulation,Agent,apply,Apply,A,Company,Subjected,"to providers of AI systems in a non-discriminatory manner,"
doc#0,"persons located in the Union, this Regulation should also",Regulation,Agent,apply,Apply,A,Company,Subjected,to providers and deployers of AI systems that are
doc#0,"and evidence is exchanged, this Regulation should not",Regulation,Agent,apply,Apply,A,Government,Subjected,to public authorities of a third country and international
doc#0,of this Regulation. </s><s> (23) This Regulation should also,Regulation,Agent,apply,Apply,A,EU,Subjected,"to Union institutions, bodies, offices and agencies when"
doc#0,"models, the provisions of this Regulation should also not",Regulation,Agent,apply,Apply,A,Products,Subjected,prior to those systems and models being put into service or
doc#0,", such use, which are based on Article 16 TFEU, should",Regulation,Agent,apply,Apply,A,Social,Subjected,as lex specialis in respect of the rules on the processing of
doc#0,"5(1), first subparagraph, point (g), to the extent it",Other,Agent,applies,Apply,A,Social,Subjected,to the use of biometric categorisation systems for
doc#0,"5(1), first subparagraph, point (d), to the extent it",Regulation,Agent,applies,Apply,A,Regulation,Backgrounded,"to the use of AI systems covered by that provision, Article 5"
doc#0,"5(1), first subparagraph, point (g), to the extent it",Other,Agent,applies,Apply,A,Social,Subjected,to the use of biometric categorisation systems for
doc#0,"5(1), first subparagraph, point (d), to the extent it",Other,Agent,applies,Apply,A,AI,Subjected,"to the use of AI systems covered by that provision, Article 5"
doc#0,legislation listed in an annex to this Regulation,Company,Backgrounded,apply,Apply,A,Products,Subjected,", should have flexibility with regard to operational"
doc#0,in the relevant Union harmonisation legislation that,Acts,Agent,applies,Apply,A,AI,Subjected,"to the product. </s><s> This is, in particular, the case for"
doc#0,"lowered risk. </s><s> That condition would, for example,",Regulation,Agent,apply,Apply,A,AI,Subjected,to AI systems that are intended to improve the language used
doc#0,"one''s standard of living. </s><s> In particular, natural persons",Public,Agent,applying,Apply,A,Social,Beneficiaries,for or receiving essential public assistance benefits and
doc#0,natural persons entering the territory of a Member State or,Public,Agent,applying,Apply,A,Social,Beneficiaries,"for visa or asylum, for assisting competent public"
doc#0,to establish the eligibility of the natural persons,Public,Agent,applying,Apply,A,Social,Beneficiaries,"for a status, for the purpose of detecting, recognising or"
doc#0,in researching and interpreting facts and the law and in,General,Agent,applying,Apply,A,Acts,Subjected,the law to a concrete set of facts. </s><s> AI systems intended to be
doc#0,"trustworthiness, certain mandatory requirements should",Acts,Agent,apply,Apply,A,AI,Subjected,"to high-risk AI systems, taking into account the intended"
doc#0,Framework and listed in an annex to this Regulation,Company,Agent,apply,Apply,A,Regulation,Subjected,", should have flexibility with regard to operational"
doc#0,as necessary and appropriate. </s><s> (66) Requirements should,Acts,Agent,apply,Apply,A,AI,Subjected,"to high-risk AI systems as regards risk management, the"
doc#0,", border control and asylum, this requirement should not",Regulation,Agent,apply,Apply,A,Acts,Subjected,where Union or national law considers the application of
doc#0,assessment procedure provided by this Regulation should,Regulation,Backgrounded,apply,Apply,A,Social,Subjected,in relation to the essential cybersecurity requirements
doc#0,on internal control set out in an annex to this Regulation,Regulation,Agent,applies,Apply,A,EU,Backgrounded,", are subject to the conformity assessment provisions of a"
doc#0,control set out in an annex to this Regulation should,Regulation,Agent,apply,Apply,A,Acts,Suppressed,. </s><s> Building on the knowledge and expertise of ENISA on the
doc#0,accordance with this Regulation. </s><s> Those provisions should,Regulation,Agent,apply,Apply,A,Acts,Subjected,without prejudice to more specific provisions
doc#0,"23/144 EN OJ L, 12.7.2024 Regulation should",Regulation,Agent,apply,Apply,A,Acts,Subjected,". </s><s> For example, Article 16(2) of Regulation (EU) 2017/745,"
doc#0,"with the applicable requirements, should continue to",Acts,Agent,apply,Apply,A,AI,Subjected,to high-risk AI systems that are medical devices within the
doc#0,"AI models that pose systemic risks, which should",Regulation,Agent,apply,Apply,A,AI,Subjected,also when these models are integrated or form part of an AI
doc#0,for the providers of general-purpose AI models should,Company,Agent,apply,Apply,A,Company,Suppressed,once the general-purpose AI models are placed on the market
doc#0,in this Regulation for models should continue to,Regulation,Agent,apply,Apply,A,AI,Subjected,in addition to those for AI systems. </s><s> The obligations laid
doc#0,. </s><s> The obligations laid down for models should in any case not,Regulation,Agent,apply,Apply,A,AI,Backgrounded,when an own model is used for purely internal processes that
doc#0,unless relevant copyright exceptions and limitations,Acts,Agent,apply,Apply,A,Social,Suppressed,. </s><s> Directive (EU) 2019/790 introduced exceptions and
doc#0,able to gain a competitive advantage in the Union market by,Company,Agent,applying,Apply,A,Products,Beneficiaries,lower copyright standards than those provided in the Union
doc#0,implementation of Regulation (EU) 2022/2065. </s><s> This,Acts,Backgrounded,applies,Apply,A,Company,Beneficiaries,in particular as regards the obligations of providers of
doc#0,implementation of Regulation (EU) 2022/2065. </s><s> This,Acts,Backgrounded,applies,Apply,A,Company,Beneficiaries,in particular as regards the obligations of providers of
doc#0,products established by Regulation (EU) 2019/1020 should,Company,Suppressed,apply,Apply,A,Products,Subjected,in its entirety. </s><s> Market surveillance authorities
doc#0,deployers of high-risk AI systems to the extent that these,Company,Agent,apply,Apply,A,EU,Subjected,to credit institutions regulated by Directive 2013/36/EU
doc#0,regulated by Directive 2013/36/EU. </s><s> The same regime should,Acts,Agent,apply,Apply,A,Social,Subjected,to insurance and re-insurance undertakings and insurance
doc#0,cases in Chapter VI of Regulation (EU) 2019/1020 should,Regulation,Agent,apply,Apply,A,Other,Subjected,mutatis mutandis. </s><s> (162) To make best use of the centralised
doc#0,"in Article 18 of Regulation (EU) 2019/1020, which should",Regulation,Agent,apply,Apply,A,Other,Subjected,"mutatis mutandis, without prejudice to more specific"
doc#0,"high-risk or not, and AI models should also be encouraged to",Company,Backgrounded,apply,Apply,A,Acts,Subjected,"on a voluntary basis additional requirements related, for"
doc#0,of the European Parliament and of the Council (53) would,Regulation,Agent,apply,Apply,A,EU,Backgrounded,as a safety net. </s><s> (167) In order to ensure trustful and
doc#0,their rights. </s><s> The right to obtain an explanation should not,Social,Agent,apply,Apply,A,AI,Subjected,to the use of AI systems for which exceptions or
doc#0,restrictions follow from Union or national law and should,Social,Agent,apply,Apply,A,Acts,Backgrounded,only to the extent this right is not already provided for
doc#0,Parliament and of the Council (54) should therefore,EU,Agent,apply,Apply,A,Regulation,Backgrounded,to the reporting of infringements of this Regulation and
doc#0,and the technical expertise required to effectively,Other,Agent,apply,Apply,A,Regulation,Beneficiaries,"this Regulation, the Commission should evaluate and"
doc#0,"use of AI systems, it is appropriate that this Regulation",Regulation,Agent,applies,Apply,A,AI,Subjected,to the high-risk AI systems that have been placed on the
doc#0,the transitional period. </s><s> (179) This Regulation should,Regulation,Agent,apply,Apply,A,Other,Subjected,"from 2 August 2026. </s><s> However, taking into account the"
doc#0,the general provisions of this Regulation should already,Regulation,Agent,apply,Apply,A,Other,Subjected,from 2 February 2025. </s><s> While the full effect of those
doc#0,on notified bodies and governance structure should,Government,Agent,apply,Apply,A,Other,Subjected,from 2 August 2025. </s><s> Given the rapid pace of technological
doc#0,for providers of general-purpose AI models should,Company,Agent,apply,Apply,A,Other,Subjected,from 2 August 2025. </s><s> Codes of practice should be ready by 2 May
doc#0,Regulation. </s><s> Therefore the provisions on penalties should,Acts,Agent,apply,Apply,A,Other,Subjected,from 2 August 2025. </s><s> (180) The European Data Protection
doc#0,", including start-ups. </s><s> Article 2 Scope 1. </s><s> This Regulation",Regulation,Agent,applies,Apply,A,Company,Subjected,to: (a) providers placing on the market or putting into
doc#0,"I, only Article 6(1), Articles 102 to 109 and Article 112",Regulation,Agent,apply,Apply,A,AI,Backgrounded,. </s><s> Article 57 applies only in so far as the requirements for
doc#0,"6(1), Articles 102 to 109 and Article 112 apply. </s><s> Article 57",Regulation,Agent,applies,Apply,A,AI,Subjected,only in so far as the requirements for high-risk AI systems
doc#0,harmonisation legislation. 3. </s><s> This Regulation does not,Regulation,Agent,apply,Apply,A,Acts,Subjected,"to areas outside the scope of Union law, and shall not, in any"
doc#0,in relation to those competences. </s><s> This Regulation does not,Regulation,Agent,apply,Apply,A,AI,Subjected,to AI systems where and in so far they are placed on the market
doc#0,carrying out those activities. </s><s> This Regulation does not,Regulation,Agent,apply,Apply,A,AI,Subjected,to AI systems which are not placed on the market or put into
doc#0,entity carrying out those activities. 4. </s><s> This Regulation,Regulation,Agent,applies,Apply,A,Government,Beneficiaries,neither to public authorities in a third country nor to
doc#0,"45/144 EN OJ L, 12.7.2024 6. </s><s> This Regulation does not",Regulation,Agent,apply,Apply,A,AI,Subjected,"to AI systems or AI models, including their output,"
doc#0,"data, privacy and the confidentiality of communications",Social,Agent,applies,Apply,A,Social,Beneficiaries,to personal data processed in connection with the rights
doc#0,Article 59 of this Regulation. 8. </s><s> This Regulation does not,Regulation,Agent,apply,Apply,A,AI,Backgrounded,"to any research, testing or development activity"
doc#0,and product safety. 10. </s><s> This Regulation does not,Regulation,Agent,apply,Apply,A,Company,Subjected,to obligations of deployers who are natural persons using
doc#0,more favourable to workers. 12. </s><s> This Regulation does not,Regulation,Agent,apply,Apply,A,AI,Subjected,to AI systems released under free and open-source licences
doc#0,"purposes of this Regulation, the following definitions",Regulation,Agent,apply,Apply,A,AI,Subjected,: (1) ''AI system'' means a machine-based system that is
doc#0,", regardless of whether certain conditions for access may",Public,Agent,apply,Apply,A,Other,Subjected,", and regardless of the potential capacity restrictions;"
doc#0,traits and characteristics; this prohibition shall not,Acts,Agent,apply,Apply,A,AI,Subjected,to AI systems used to support the human assessment of the
doc#0,. 8. </s><s> This Article shall not affect the prohibitions that,Regulation,Agent,apply,Apply,A,Acts,Backgrounded,where an AI practice infringes other Union law. </s><s> CHAPTER III
doc#0,outcome of decision making. </s><s> The first subparagraph shall,Regulation,Agent,apply,Apply,A,Regulation,Subjected,where any of the following conditions is fulfilled: (a) the
doc#0,harmonisation legislation listed in Section A of Annex I,Regulation,Agent,apply,Apply,A,Company,Subjected,", providers shall be responsible for ensuring that their"
doc#0,"involving the training of AI models, paragraphs 2 to 5",Regulation,Agent,apply,Apply,A,Social,Subjected,only to the testing data sets. </s><s> Article 11 Technical
doc#0,verification by at least two natural persons shall not,Acts,Agent,apply,Apply,A,AI,Subjected,to high-risk AI systems used for the purposes of law
doc#0,of high-risk AI systems. </s><s> This paragraph shall not,Regulation,Agent,apply,Apply,A,Company,Subjected,in cases where the initial provider has clearly specified
doc#0,set out in this Regulation. </s><s> This paragraph shall not,Regulation,Agent,apply,Apply,A,AI,Backgrounded,"to third parties making accessible to the public tools,"
doc#0,"deployer is not able to reach the provider, Article 73 shall",Regulation,Agent,apply,Apply,A,EU,Suppressed,mutatis mutandis. </s><s> This obligation shall not cover
doc#0,purposes Article 13 of Directive (EU) 2016/680 shall,Regulation,Agent,apply,Apply,A,AI,Suppressed,. 12. </s><s> Deployers shall cooperate with the relevant
doc#0,"EN OJ L, 12.7.2024 2. </s><s> The obligation laid down in paragraph 1",Regulation,Agent,applies,Apply,A,Company,Backgrounded,to the first use of the high-risk AI system. </s><s> The deployer may
doc#0,"for which they are notified. </s><s> This shall, in particular,",Regulation,Agent,apply,Apply,A,Products,Subjected,to consultancy services. 6. </s><s> Notified bodies shall be
doc#0,procedures to safeguard impartiality and to promote and,General,Agent,apply,Apply,A,General,Backgrounded,the principles of impartiality throughout their
doc#0,(2). 2. </s><s> The procedures laid down in Articles 29 and 30 shall,Regulation,Agent,apply,Apply,A,Other,Subjected,to extensions of the scope of the notification. </s><s> For changes
doc#0,", the procedures laid down in paragraphs (3) to (9) shall",Regulation,Agent,apply,Apply,A,Other,Suppressed,. </s><s> ELI: http://data.europa.eu/eli/reg/2024/1689/oj
doc#0,"with the requirements set out in Section 2, the provider has",Company,Agent,applied,Apply,A,Regulation,Backgrounded,"harmonised standards referred to in Article 40, or, where"
doc#0,to in Article 41 are not available; (b) the provider has not,Company,Agent,applied,Apply,A,Regulation,Backgrounded,", or has applied only part of, the harmonised standard; (c)"
doc#0,. </s><s> The requirements set out in Section 2 of this Chapter shall,Regulation,Agent,apply,Apply,A,AI,Subjected,to those high-risk AI systems and shall be part of that
doc#0,. and the fifth paragraph of point 4.6 of Annex VII shall also,Regulation,Agent,apply,Apply,A,Acts,Suppressed,". </s><s> For the purposes of that assessment, notified bodies"
doc#0,"assessment, provided that that manufacturer has",Company,Agent,applied,Apply,A,Acts,Backgrounded,all harmonised standards covering all the relevant
doc#0,", that manufacturer may use that option only if it has also",Company,Agent,applied,Apply,A,Acts,Backgrounded,"harmonised standards or, where applicable, common"
doc#0,in that Union harmonisation legislation shall,Acts,Agent,apply,Apply,A,AI,Backgrounded,. </s><s> Article 47 EU declaration of conformity 1. </s><s> The provider
doc#0,and the context of use. </s><s> This obligation shall not,Regulation,Agent,apply,Apply,A,AI,Subjected,"to AI systems authorised by law to detect, prevent,"
doc#0,relevant technical standards. </s><s> This obligation shall not,Regulation,Agent,apply,Apply,A,AI,Subjected,to the extent the AI systems perform an assistive function
doc#0,"(EU) 2016/680, as applicable. </s><s> This obligation shall not",Regulation,Agent,apply,Apply,A,Social,Backgrounded,to AI systems used for biometric categorisation and
doc#0,generated or manipulated. </s><s> This obligation shall not,Regulation,Agent,apply,Apply,A,Regulation,Subjected,"where the use is authorised by law to detect, prevent,"
doc#0,generated or manipulated. </s><s> This obligation shall not,Regulation,Agent,apply,Apply,A,Regulation,Subjected,"where the use is authorised by law to detect, prevent,"
doc#0,"set out in paragraph 1, points (a) and (b), shall not",Regulation,Agent,apply,Apply,A,Company,Subjected,to providers of AI models that are released under a free and
doc#0,", are made publicly available. </s><s> This exception shall not",Regulation,Agent,apply,Apply,A,AI,Subjected,to general-purpose AI models with systemic risks. 3. </s>
doc#0,. 6. </s><s> The obligation set out in this Article shall not,Regulation,Agent,apply,Apply,A,Company,Subjected,to providers of general-purpose AI models that are
doc#0,ensure: (a) that AI regulatory sandboxes are open to any,EU,Suppressed,applying,Apply,A,Company,Subjected,provider or prospective provider of an AI system who
doc#0,. </s><s> The first subparagraph of this paragraph shall also,Regulation,Agent,apply,Apply,A,AI,Subjected,to high-risk AI systems referred to in point 5 of Annex III
doc#0,in the Union market 1. </s><s> Regulation (EU) 2019/1020 shall,Regulation,Agent,apply,Apply,A,AI,Subjected,to AI systems covered by this Regulation. </s><s> For the purposes
doc#0,referred to in Articles 79 to 83 of this Regulation shall not,Regulation,Agent,apply,Apply,A,AI,Subjected,to AI systems related to products covered by the Union
doc#0,". </s><s> In such cases, the relevant sectoral procedures shall",Acts,Agent,apply,Apply,A,Products,Suppressed,instead. 5. </s><s> Without prejudice to the powers of market
doc#0,for in Chapter VI of Regulation (EU) 2019/1020 shall,Regulation,Agent,apply,Apply,A,Acts,Subjected,mutatis mutandis. </s><s> Article 76 Supervision of testing in
doc#0,. </s><s> Article 18 of Regulation (EU) 2019/1020 shall,Regulation,Agent,apply,Apply,A,Regulation,Subjected,to the measures referred to in the second subparagraph of
doc#0,"to in paragraph 2 of this Article, Article 79(5) to (9) shall",Regulation,Agent,apply,Apply,A,Acts,Subjected,". 7. </s><s> Where, in the course of the evaluation pursuant to"
doc#0,"Articles 40 and 41 of this Regulation, the Commission shall",Company,Backgrounded,apply,Apply,A,Regulation,Subjected,the procedure provided for in Article 11 of Regulation (EU)
doc#0,elements of the decision taken. 2. </s><s> Paragraph 1 shall not,Regulation,Agent,apply,Apply,A,Government,Suppressed,"to the use of AI systems for which exceptions from, or"
doc#0,law in compliance with Union law. 3. </s><s> This Article shall,Regulation,Agent,apply,Apply,A,Regulation,Subjected,only to the extent that the right referred to in paragraph 1
doc#0,of reporting persons Directive (EU) 2019/1937 shall,Regulation,Agent,apply,Apply,A,Social,Backgrounded,to the reporting of infringements of this Regulation and
doc#0,AI model Article 18 of Regulation (EU) 2019/1020 shall,Regulation,Agent,apply,Apply,A,Acts,Subjected,mutatis mutandis to the providers of the general-purpose
doc#0,"paragraph, Article 5 of Regulation (EU) No 182/2011 shall",Regulation,Agent,apply,Apply,A,EU,Suppressed,. </s><s> CHAPTER XII PENALTIES Article 99 Penalties 1. </s><s> In
doc#0,them; (b) whether administrative fines have already been,General,Suppressed,applied,Apply,P,General,Smuggled Patient,by other market surveillance authorities to the same
doc#0,; (c) whether administrative fines have already been,Other,Agent,applied,Apply,P,Government,Smuggled Patient,by other authorities to the same operator for
doc#0,"the Member States, the rules on administrative fines may be",Acts,Subjected,applied,Apply,P,Government,Smuggled Patient,in such a manner that the fines are imposed by competent
doc#0,"to in Article 113(3), point (a), this Regulation shall",Regulation,Agent,apply,Apply,A,Company,Subjected,"to operators of high-risk AI systems, other than the"
doc#0,"administrative fines as referred to in Article 99(1),",Regulation,Backgrounded,applied,Apply,A,Government,Smuggled Patient,by Member States for infringements of this Regulation; (c)
doc#0,in the Official Journal of the European Union. </s><s> It shall,Regulation,Backgrounded,apply,Apply,A,Other,Subjected,from 2 August 2026. </s><s> However: (a) Chapters I and II shall
doc#0,from 2 August 2026. </s><s> However: (a) Chapters I and II shall,Regulation,Agent,apply,Apply,A,Other,Subjected,"from 2 February 2025; (b) Chapter III Section 4, Chapter V,"
doc#0,", Chapter V, Chapter VII and Chapter XII and Article 78 shall",Regulation,Agent,apply,Apply,A,Other,Subjected,"from 2 August 2025, with the exception of Article 101; (c)"
doc#0,the corresponding obligations in this Regulation shall,Regulation,Agent,apply,Apply,A,Other,Subjected,from 2 August 2027. </s><s> This Regulation shall be binding in its
doc#0,with regard to the eligibility of the natural persons,Public,Agent,applying,Apply,A,Other,Subjected,"for a status, including related assessments of the"
doc#0,in researching and interpreting facts and the law and in,Government,Suppressed,applying,Apply,A,Acts,Subjected,"the law to a concrete set of facts, or to be used in a similar"
doc#0,its lifecycle; 7. </s><s> A list of the harmonised standards,Acts,Subjected,applied,Apply,P,EU,Backgrounded,in full or in part the references of which have been
doc#0,audits to make sure that the provider maintains and,Company,Agent,applies,Apply,A,Acts,Subjected,the quality management system and shall provide the
doc#0,the comparison of biometric data in order to effectively,Acts,Backgrounded,apply,Apply,A,Regulation,Subjected,Regulations (EU) 2024/1315 and (EU) 2024/1350 of the
doc#0,"of workers, this Regulation should therefore not",Regulation,Agent,affect,Affect,A,Acts,Subjected,"Union law on social policy and national labour law, in"
doc#0,employers and workers. </s><s> This Regulation should also not,Regulation,Agent,affect,Affect,A,Social,Subjected,the exercise of fundamental rights as recognised in the
doc#0,accordance with national law. </s><s> This Regulation should not,Regulation,Agent,affect,Affect,A,Social,Subjected,the provisions aiming to improve working conditions in
doc#0,"legitimate public interest objectives, should not be",Social,Subjected,affected,Affect,P,Regulation,Smuggled Patient,by this Regulation. </s><s> (10) The fundamental right to the
doc#0,and non-personal data. </s><s> This Regulation does not seek to,Regulation,Agent,affect,Affect,A,EU,Suppressed,the application of existing Union law governing the
doc#0,compliance with those instruments. </s><s> It also does not,Regulation,Backgrounded,affect,Affect,A,Company,Beneficiaries ,the obligations of providers and deployers of AI systems in
doc#0,". </s><s> Depending on the type of AI system, the use of the system may",AI,Agent,affect,Affect,A,Public,Subjected,persons other than the deployer. </s><s> (14) The notion of ''
doc#0,may fall within the scope of this Regulation should not,Regulation,Agent,affect,Affect,A,Government,Suppressed,the possibility of entities carrying out national
doc#0,to ensure that this Regulation does not otherwise,Regulation,Agent,affect,Affect,A,Company,Suppressed,scientific research and development activity on AI
doc#0,and exploitative practices in this Regulation should not,Acts,Suppressed,affect,Affect,A,Social,Backgrounded,lawful practices in the context of medical treatment such
doc#0,therefore be prohibited. </s><s> That prohibition should not,AI,Suppressed,affect,Affect,A,Acts,Subjected,lawful evaluation practices of natural persons that are
doc#0,"freedoms of the concerned persons, to the extent that it may",AI,Suppressed,affect,Affect,A,Public,Beneficiaries ,"the private life of a large part of the population, evoke a"
doc#0,"protection law, and competition law, should not be",Acts,Subjected,affected,Affect,P,Regulation,Smuggled Patient,by this Regulation. </s><s> (46) High-risk AI systems should only
doc#0,professional course of a person''s life and therefore may,AI,Backgrounded,affect,Affect,A,Public,Beneficiaries ,that person''s ability to secure a livelihood. </s><s> When
doc#0,"and selection of persons, for making decisions",AI,Agent ,affecting,Affect,A,Public,Subjected,"terms of the work-related relationship, promotion and"
doc#0,"used in migration, asylum and border control management",AI,Agent,affect,Affect,A,Social,Beneficiaries ,persons who are often in particularly vulnerable position
doc#0,purely ancillary administrative activities that do not,EU,Suppression,affect,Affect,A,Government,Backgrounded,"the actual administration of justice in individual cases,"
doc#0,"of possible biases in the data sets, that are likely to",Other,Agent,affect,Affect,A,Public,Beneficiaries ,"the health and safety of persons, have a negative impact on"
doc#0,best extent possible complete and free of errors should not,Other,Agent,affect,Affect,A,Company,Backgrounded,the use of privacy-preserving techniques in the context of
doc#0,these risks could lead to safety impacts or negatively,AI,Backgrounded,affect,Affect,A,Social,Beneficiaries ,"the fundamental rights, for example due to erroneous"
doc#0,ensure full and equal access for everyone potentially,AI,Agent,affected,Affect,P,Public,Suppressed,"by or using AI technologies, including persons with"
doc#0,not be considered to be modifications of a device that could,Regulation,Agent,affect,Affect,A,Acts,Subjected,"its compliance with the applicable requirements, should"
doc#0,"that effect should be laid down in this Regulation, without",Regulation,Backgrounded,affecting,Affect,A,Social,Subjected,any existing rights of workers. </s><s> (93) Whilst risks related
doc#0,the representatives of groups of persons likely to be,Public,Beneficiaries ,affected,Affect,P,AI,Smuggled Patient,"by the AI system, independent experts, and civil society"
doc#0,in terms of copyright compliance. </s><s> This Regulation does not,Regulation,Agent,affect,Affect,A,Government,Backgrounded,the enforcement of copyright rules as provided for under
doc#0,reaction with considerable negative effects that could,AI,Backgrounded,affect,Affect,A,Public,Beneficiaries ,"up to an entire city, an entire domain activity or an entire"
doc#0,will be placed on the market or the number of users it may,General,Suppressed,affect,Affect,A,Public,Suppressed,". </s><s> To complement this system, there should be a possibility"
doc#0,of the requirements of this Regulation should thus not,Regulation,Agent,affect,Affect,A,Acts,Subjected,"the specific logic, methodology or general structure of"
doc#0,", it is appropriate that whenever a change occurs which may",EU,Backgrounded,affect,Affect,A,AI,Subjected,the compliance of a high-risk AI system with this
doc#0,burden and the costs for those enterprises without,Company,Agent,affecting,Affect,A,Acts,Subjected,the level of protection and the need for compliance with the
doc#0,Member States. </s><s> Market surveillance activities should not,Government,Backgrounded,affect,Affect,A,Acts,Subjected,the ability of the supervised entities to carry out their
doc#0,data protection authorities under this Regulation should,Government,Agent,affect,Affect,A,General,Beneficiaries ,the current or future powers of those authorities beyond
doc#0,and legal persons whose rights and freedoms are adversely,Acts,Beneficiaries ,affected,Affect,P,AI,Smuggled Patient,by the use of AI systems. </s><s> Without prejudice to those
doc#0,produces legal effects or similarly significantly,Company,Agent,affects,Affect,A,Social,Beneficiaries ,those persons in a way that they consider to have an adverse (
doc#0,"outside the scope of Union law, and shall not, in any event,",Regulation,Agent,affect,Affect,A,Government,Subjected,the competences of the Member States concerning national
doc#0,and freedoms of individuals. 5. </s><s> This Regulation shall not,Regulation,Agent,affect,Affect,A,Company,Beneficiaries ,the application of the provisions on the liability of
doc#0,laid down in this Regulation. </s><s> This Regulation shall not,Regulation,Agent,affect,Affect,A,Regulation,Subjected,"Regulation (EU) 2016/679 or (EU) 2018/1725, or Directive"
doc#0,law enforcement activities. 8. </s><s> This Article shall not,Regulation,Agent,affect,Affect,A,Acts,Subjected,the prohibitions that apply where an AI practice infringes
doc#0,", in particular in terms of its intensity and its ability to",EU,Agent,affect,Affect,A,Social,Beneficiaries ,multiple persons or to disproportionately affect a
doc#0,to affect multiple persons or to disproportionately,Regulation,Agent,affect,Affect,A,Social,Beneficiaries ,a particular group of persons; (g) the extent to which
doc#0,f) examination in view of possible biases that are likely to,Acts,Agent,affect,Affect,A,Social,Beneficiaries ,"the health and safety of persons, have a negative impact on"
doc#0,c) the categories of natural persons and groups likely to be,Public,Beneficiaries ,affected,Affect,P,Company,Smuggled Patient,by its use in the specific context; (d) the specific risks of
doc#0,complete a full assessment of the high-risk AI systems,EU,Suppressed,affected,Affect,P,Other,Smuggled Patient,by the end of that nine-month-period before issuing new
doc#0,", safety or fundamental rights in relation to certificates",Social,Subjected,affected,Affect,P,Acts,Smuggled Patient,"by the suspension or restriction, and the notifying"
doc#0,notified body assuming the functions of the notified body,Government,Beneficiaries ,affected,Affect,P,EU,Smuggled Patient,by the change of designation shall immediately inform the
doc#0,with the requirements of Annex VII; (c) any circumstances,EU,Agent,affecting,Affect,A,Government,Subjected,the scope of or conditions for notification; (d) any
doc#0,accessibility requirements. 6. </s><s> Paragraphs 1 to 4 shall not,Regulation,Agent,affect,Affect,A,Regulation,Subjected,"the requirements and obligations set out in Chapter III,"
doc#0,actors within the AI ecosystem. </s><s> This Article shall not,Regulation,Agent,affect,Affect,A,EU,Backgrounded,other regulatory sandboxes established under Union or
doc#0,tasks and powers. 11. </s><s> The AI regulatory sandboxes shall not,Acts,Agent,affect,Affect,A,Government,Subjected,the supervisory or corrective powers of the competent
doc#0,of the sandbox neither leads to measures or decisions,General,Suppressed,affecting,Affect,A,Public,Suppressed,the data subjects nor does it affect the application of
doc#0,or decisions affecting the data subjects nor does it,Other,Agent,affect,Affect,A,Public,Suppressed,the application of their rights laid down in Union law on the
doc#0,data. </s><s> The withdrawal of the informed consent shall not,Public,Backgrounded,affect,Affect,A,Other,Subjected,the activities already carried out. 6. </s><s> In accordance with
doc#0,"considering the needs of microenterprises, without",EU,Agent,affecting,Affect,A,Social,Beneficiaries ,the level of protection or the need for compliance with the
doc#0,involves altering the AI system concerned in a way which may,Company,Backgrounded,affect,Affect,A,Social,Subjected,"any subsequent evaluation of the causes of the incident,"
doc#0,) 2016/680. </s><s> Market surveillance activities shall in no way,Social,Agent,affect,Affect,A,Government,Subjected,"the independence of judicial authorities, or otherwise"
doc#0,"or any copy thereof. 4. </s><s> Paragraphs 1, 2 and 3 shall not",Regulation,Agent,affect,Affect,A,Acts,Subjected,"the rights or obligations of the Commission, Member States"
doc#0,"in the context of cross-border cooperation, nor shall they",Regulation,Agent,affect,Affect,A,Government,Subjected,the obligations of the parties concerned to provide
doc#0,which produces legal effects or similarly significantly,Acts,Agent,affects,Affect,A,Social,Beneficiaries ,that person in a way that they consider to have an adverse
doc#0,public authorities and of the sectors most likely to be,Public,Beneficiaries ,affected,Affect,P,Regulation,Smuggled Patient,by this Regulation. </s><s> The guidelines referred to in the first
doc#0,Union or at a later date specified therein. </s><s> It shall not,Regulation,Backgrounded,affect,Affect,A,Acts,Beneficiaries ,the validity of any delegated acts already in force. 4. </s>
doc#0,to the general budget of the Union. </s><s> The fines shall not,Other,Agent,affect,Affect,A,EU,Subjected,"the effective operation of the Union institution, body,"
doc#0,; (b) AI systems intended to be used to make decisions,AI,Agent,affecting,Affect,A,Public,Subjected,"terms of work-related relationships, the promotion or"
doc#0,non-compliance. 4.7. </s><s> Any change to the AI system that could,Company,Suppressed,affect,Affect,A,AI,Subjected,the compliance of the AI system with the requirements or its
doc#0,public authorities and of the sectors most likely to be,Government,Subjected,affected,Affect,P,Regulation,Smuggled Patient,by this Regulation. </s><s> The guidelines referred to in the first
doc#0,"or any copy thereof. 4. </s><s> Paragraphs 1, 2 and 3 shall not",Regulation,Agent,affect,Affect,A,Government,Subjected,"the rights or obligations of the Commission, Member States"
